GMT,X,Y,Z,Temperature
2020-08-07 2:13,9,5,-29,17
2020-08-07 2:13,5,9,-27,17
2020-08-07 2:13,6,7,-23,17
2020-08-07 2:13,4,9,-27,17
2020-08-07 2:13,17,12,-23,16.5
2020-08-07 2:13,6,10,-20,16.5
2020-08-07 2:14,-2,7,-23,16.5
2020-08-07 2:14,4,14,-21,16.5
2020-08-07 2:14,-2,9,-25,16.5
2020-08-07 2:14,4,7,-25,16.5
2020-08-07 2:14,6,9,-22,16.5
2020-08-07 2:14,3,1,-27,17
2020-08-07 2:14,0,13,-23,17
2020-08-07 2:14,4,4,-21,17
2020-08-07 2:14,6,13,-26,17
2020-08-07 2:14,6,11,-23,17
2020-08-07 2:14,9,11,-23,17
2020-08-07 2:14,1,17,-26,17
2020-08-07 2:14,1,6,-24,17
2020-08-07 2:14,0,5,-23,17
2020-08-07 2:14,6,2,-27,17
2020-08-07 2:14,3,5,-26,17
2020-08-07 2:14,9,12,-24,17
2020-08-07 2:14,7,7,-23,17
2020-08-07 2:14,6,5,-25,17
2020-08-07 2:14,7,11,-26,17
2020-08-07 2:14,23,22,-22,17
2020-08-07 2:14,1,10,-19,17
2020-08-07 2:14,6,9,-25,17
2020-08-07 2:14,9,11,-23,17
2020-08-07 2:14,6,5,-26,17
2020-08-07 2:14,18,8,-29,17
2020-08-07 2:14,4,7,-21,17
2020-08-07 2:14,9,10,-24,17
2020-08-07 2:14,5,12,-25,17
2020-08-07 2:14,8,5,-23,17
2020-08-07 2:15,14,10,-22,17
2020-08-07 2:15,9,9,-16,17
2020-08-07 2:15,17,3,-25,17
2020-08-07 2:15,10,7,-27,17
2020-08-07 2:15,5,4,-26,17
2020-08-07 2:15,4,6,-25,17
2020-08-07 2:15,8,12,-23,17
2020-08-07 2:15,7,9,-21,17
2020-08-07 2:15,6,8,-28,17
2020-08-07 2:15,3,5,-23,17
2020-08-07 2:15,11,4,-30,17
2020-08-07 2:15,4,5,-24,17
2020-08-07 2:15,22,19,-27,17
2020-08-07 2:15,-5,1,-15,17
2020-08-07 2:15,5,4,-21,17
2020-08-07 2:15,5,13,-20,17
2020-08-07 2:15,7,9,-23,16.5
2020-08-07 2:15,-1,6,-21,16.5
2020-08-07 2:15,6,7,-23,16.5
2020-08-07 2:15,7,8,-23,16.5
2020-08-07 2:15,5,2,-24,16.5
2020-08-07 2:15,5,7,-28,16.5
2020-08-07 2:15,5,8,-30,17
2020-08-07 2:15,3,1,-29,17
2020-08-07 2:15,3,12,-21,17
2020-08-07 2:15,8,6,-25,17
2020-08-07 2:15,1,4,-21,17
2020-08-07 2:15,6,9,-28,17
2020-08-07 2:15,-1,2,-22,17
2020-08-07 2:15,3,3,-29,16.5
2020-08-07 2:16,0,8,-20,16.5
2020-08-07 2:16,1,9,-25,16.5
2020-08-07 2:16,-2,8,-23,16.5
2020-08-07 2:16,-2,4,-24,16.5
2020-08-07 2:16,2,5,-25,16.5
2020-08-07 2:16,0,11,-25,16.5
2020-08-07 2:16,9,9,-26,16.5
2020-08-07 2:16,-2,12,-31,16.5
2020-08-07 2:16,24,25,-22,16.5
2020-08-07 2:16,10,12,-21,16.5
2020-08-07 2:16,13,11,-25,16.5
2020-08-07 2:16,6,9,-22,16.5
2020-08-07 2:16,7,11,-28,16.5
2020-08-07 2:16,2,9,-24,16.5
2020-08-07 2:16,5,10,-23,16.5
2020-08-07 2:16,4,8,-20,16.5
2020-08-07 2:16,1,9,-23,16.5
2020-08-07 2:16,3,2,-27,16.5
2020-08-07 2:16,0,4,-27,16.5
2020-08-07 2:16,5,1,-29,16.5
2020-08-07 2:16,1,4,-27,17
2020-08-07 2:16,3,12,-23,17
2020-08-07 2:16,0,9,-23,17
2020-08-07 2:16,3,10,-24,17
2020-08-07 2:16,12,5,-24,17
2020-08-07 2:16,15,8,-25,17
2020-08-07 2:16,10,3,-26,17
2020-08-07 2:16,7,11,-22,16.5
2020-08-07 2:16,11,15,-25,16.5
2020-08-07 2:16,9,10,-26,16.5
2020-08-07 2:17,8,6,-28,16.5
2020-08-07 2:17,6,6,-21,16.5
2020-08-07 2:17,5,6,-25,16.5
2020-08-07 2:17,4,9,-28,17
2020-08-07 2:17,3,8,-29,17
2020-08-07 2:17,0,4,-29,17
2020-08-07 2:17,2,12,-29,17
2020-08-07 2:17,-2,10,-25,17
2020-08-07 2:17,1,7,-24,17
2020-08-07 2:17,1,8,-24,17
2020-08-07 2:17,8,11,-23,16.5
2020-08-07 2:17,19,14,-26,16.5
2020-08-07 2:17,1,5,-29,16.5
2020-08-07 2:17,1,10,-24,16.5
2020-08-07 2:17,7,13,-25,16.5
2020-08-07 2:17,5,12,-24,16.5
2020-08-07 2:17,3,5,-24,16.5
2020-08-07 2:17,19,8,-21,16.5
2020-08-07 2:17,3,9,-27,16.5
2020-08-07 2:17,4,-2,-29,16.5
2020-08-07 2:17,9,11,-21,16.5
2020-08-07 2:17,13,19,-29,16.5
2020-08-07 2:17,10,13,-29,16.5
2020-08-07 2:17,2,9,-26,16.5
2020-08-07 2:17,-1,9,-27,16.5
2020-08-07 2:17,-1,3,-27,16.5
2020-08-07 2:17,4,7,-26,16.5
2020-08-07 2:17,2,6,-22,16.5
2020-08-07 2:17,0,15,-25,16.5
2020-08-07 2:17,8,5,-28,16.5
2020-08-07 2:18,-10,23,-29,16.5
2020-08-07 2:18,9,6,-26,16.5
2020-08-07 2:18,33,11,-23,16.5
2020-08-07 2:18,9,4,-22,16.5
2020-08-07 2:18,-1,7,-22,16.5
2020-08-07 2:18,-2,11,-25,16.5
2020-08-07 2:18,0,10,-25,16.5
2020-08-07 2:18,0,1,-26,16.5
2020-08-07 2:18,-1,9,-25,16.5
2020-08-07 2:18,1,4,-26,16.5
2020-08-07 2:18,1,11,-24,16.5
2020-08-07 2:18,3,7,-22,16.5
